ACCIDENT_YEAR,COLLISION_DATE,COLLISION_TIME,DAY_OF_WEEK,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION,STATE_HWY_IND,STATE_ROUTE,POSTMILE,LOCATION_TYPE,RAMP_INTERSECTION,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PCF_VIOL_CATEGORY,HIT_AND_RUN,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_SURFACE,ROAD_COND_1,LIGHTING,CONTROL_DEVICE,CHP_ROAD_TYPE,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,SANDAG_CASE_ID,LATITUDE_sandag,LONGITUDE_sandag,X,Y,Location_sandag,Reservation_sandag,Shape
2017,0,0.014583333,Tuesday,NORTH EL CAMINO REAL,OLIVENHAIN RD,0,"Not Stated, in intersection",Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Driving Or Bicycling Under Influence Of Alcohol Or Drug,Not Hit and Run,Not Stated,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,0,1,0,0,0,1,0,0,85242972017,33.06759026,-117.2622282,6251569.288,1969723.066,Encinitas,Not Reservation Land,0xB6080000010CF0D76F520CD95741C0EEEC103B0E3E41
2017,0,0.034722222,Friday,CAMINO DEL MAR,29TH ST,0,"Not Stated, in intersection",Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Pedestrian Right-Of-Way,Felony,Not Stated,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,0,0,1,0,0,0,1,0,0,85243132017,32.97219256,-117.2684736,6249317,1935033,Del Mar,Not Reservation Land,0xB6080000010CA0DAFE3FD9D6574100CCFFFFB8863D41
2017,0,0.021527778,Sunday,CEDAR ST,2ND AV,0,"Not Stated, in intersection",Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Automobile Right-Of-Way,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,0,1,0,0,0,1,0,0,84885102017,32.72197517,-117.1629622,6280877.999,1843696,San Diego,Not Reservation Land,0xB6080000010C30F9F17FABF557410050FBFFEF213C41
2018,0,0.013888889,Thursday,D AV,E 15TH ST,0,"Not Stated, in intersection",Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Wrong Side Of Road,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,0,1,0,0,0,1,0,0,85656602018,32.67093981,-117.1004613,6299949,1824965,National City,Not Reservation Land,0xB6080000010CC0B700404B0858410047FFFFC4D83B41
2018,0,0.020833333,Saturday,HOLLISTER ST,ILEX AV,0,"Not Stated, in intersection",Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Improper Turning,Misdemeanor,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,0,1,0,0,0,0,1,0,0,85502362018,32.56988537,-117.0840928,6304692,1788157,San Diego,Not Reservation Land,0xB6080000010CF02E0100ED0C5841C07D0700FD483B41
2018,0,0.030555556,Thursday,HICKORY ST,WASHINGTON AV,0,"Not Stated, in intersection",Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Driving Or Bicycling Under Influence Of Alcohol Or Drug,Not Hit and Run,Vehicle/Pedestrian,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Passenger Car/Station Wagon,0,1,0,0,0,0,1,0,0,85950512018,33.12867515,-117.0783647,6308072,1991451,Escondido,Not Reservation Land,0xB6080000010C10EFFDFF39105841C06901001B633E41
2018,0,0.015277778,Wednesday,E MADISON,ORLANDO,0,"Not Stated, in intersection",Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Wrong Side Of Road,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,0,1,0,0,0,1,0,0,86593712018,32.80018509,-116.9401686,6349588,1871625,El Cajon,Not Reservation Land,0xB6080000010C207EFDFFC438584180D1F5FF088F3C41
2018,0,0.009027778,Monday,FAIRMONT AV,WIGHTMAN ST,0,"Not Stated, in intersection",Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Unknown,Misdemeanor,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,0,0,1,0,0,0,1,0,0,86607202018,32.74775178,-117.1009132,6300038,1852913,San Diego,Not Reservation Land,0xB6080000010C20CDFD7F61085841004BF7FFF0453C41
2018,0,0.024305556,Saturday,SAXONY RD,SEA CREST WY,0,"Not Stated, in intersection",Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Driving Or Bicycling Under Influence Of Alcohol Or Drug,Not Hit and Run,Rear End,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,86685602018,33.05091325,-117.2856445,6244335.55,1963725.884,Encinitas,Not Reservation Land,0xB6080000010C60E031E3FBD15741803846E2CDF63D41
2018,0,0.025694444,Friday,CARLSBAD VILLAGE DR,ROOSEVELT ST,0,"Not Stated, in intersection",Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Improper Turning,Felony,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,0,1,0,0,0,0,1,0,0,86698972018,33.16015093,-117.347668,6225749.861,2003664.386,Carlsbad,Not Reservation Land,0xB6080000010CF0AA2077D5BF57414038E862D0923E41
2018,0,0.034722222,Thursday,SCOTT ST,EMERSON ST,0,"Not Stated, in intersection",Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Improper Turning,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Pickup Or Panel Truck,0,0,1,0,0,0,1,0,0,86279052018,32.72376576,-117.2283952,6260760,1844529.999,San Diego,Not Reservation Land,0xB6080000010C7029000006E257414000B9FF31253C41
2018,0,0.020833333,Monday,SOUTH COAST HWY,EUCALYPTUS ST,0,"Not Stated, in intersection",Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Unsafe Speed,Felony,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Passenger Car/Station Wagon,0,0,1,0,0,0,1,0,0,87096012018,33.18519625,-117.3705895,6218833.378,2012851.317,Oceanside,Not Reservation Land,0xB6080000010C80AF335814B95741405D2F51B3B63E41
2018,0,0.027083333,Monday,PALMILLA DR,ARRIBA ST,0,"Not Stated, in intersection",Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Automobile Right-Of-Way,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dusk - Dawn,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,87227932018,32.8617991,-117.2253609,6262162.999,1894742,San Diego,Not Reservation Land,0xB6080000010CB010EDBF64E357418081F7FF55E93C41
2018,0,0.007638889,Saturday,WEST WASHINGTON ST,HANCOCK ST,0,"Not Stated, in intersection",Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Traffic Signals And Signs,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,87354712018,32.7419783,-117.1832421,6274706,1851029,San Diego,Not Reservation Land,0xB6080000010CE0140080A4EF574100B80100953E3C41
2018,0,0.036805556,Thursday,WEST WASHINGTON ST,HAWK ST,0,"Not Stated, in intersection",Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Automobile Right-Of-Way,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,86886062018,32.74982508,-117.172309,6278093,1853854,San Diego,Not Reservation Land,0xB6080000010C50FA0140F3F2574140F6FCFF9D493C41
2018,0,0.033333333,Tuesday,MISSION GORGE RD,MISSION GORGE PL,0,"Not Stated, in intersection",Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Wrong Side Of Road,Misdemeanor,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,86885792018,32.78320309,-117.0983567,6300929,1865805,San Diego,Not Reservation Land,0xB6080000010C60DB004040095841001D00004D783C41
2018,0,0.002777778,Sunday,UNIVERSITY AV,COLLEGE AV,0,"Not Stated, in intersection",Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Traffic Signals And Signs,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,87598702018,32.75285425,-117.0644816,6311254,1854680,San Diego,Not Reservation Land,0xB6080000010C202C0180551358410034FCFFD74C3C41
2018,0,0.022222222,Wednesday,SOUTH EL CAMINO REAL,SANTA FE DR,0,"Not Stated, in intersection",Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Unknown,Misdemeanor,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,88113512018,33.03848366,-117.2591525,6252409,1959124,Encinitas,Not Reservation Land,0xB6080000010C90AAFF3FDED95741C0D30200D4E43D41
2018,0,0.020833333,Sunday,BROADWAY,BROADWAY 7050,0,"Not Stated, in intersection",Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,NULL,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Passenger Car/Station Wagon,0,1,0,0,0,0,1,0,0,88074832018,32.74667651,-117.0180623,6325509,1852324,Lemon Grove,Not Reservation Land,0xB6080000010C90B7014041215841C0FD0300A4433C41
2018,0,0,Wednesday,ENCINITAS BL,N VULCAN DR,0,"Not Stated, in intersection",Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Wrong Side Of Road,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,0,1,0,0,0,1,0,0,87792492018,33.04886204,-117.2929815,6242080,1963002,Encinitas,Not Reservation Land,0xB6080000010C607BFFFFC7CF5741808F0A00FAF33D41
2017,0,0.027777778,Sunday,WEST WASHINGTON,SOUTH SUNSHINE,82,East,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Unknown,Misdemeanor,Rear End,Bicycle,No Pedestrian Involved,Wet,Flooded,Dark - No Street Lights,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,,0,1,0,0,0,0,1,0,0,83103372017,32.78766745,-116.9645459,6342065.995,1867121.068,El Cajon,Not Reservation Land,0xB6080000010C30B4A67F6C31584180E57711717D3C41
2017,0,0.027777778,Monday,DAMON AV,SANTA FE ST,250,West,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Improper Turning,Felony,Head-On,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,0,1,0,0,0,1,0,0,83349272017,32.80974874,-117.217024,6264547.318,1875780.632,San Diego,Not Reservation Land,0xB6080000010C80C25DD4B8E557418031DDA1449F3C41
2017,0,0.029861111,Wednesday,UNIVERSITY AV,UNIVERSITY AV 700,3,North,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Unsafe Speed,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,Obstruction on Roadway,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,83363082017,32.74824138,-117.1638946,6280675,1853255.017,San Diego,Not Reservation Land,0xB6080000010C3000FEBF78F557414009690447473C41
2017,0,0.029861111,Friday,OCEANSIDE BL,RT 5,63,West,Not Intersection,State Highway,5,52.536,Ramp (or Collector),"Not State Highway, Ramp-related, Within 100 Feet",Injury (Complaint of Pain),0,1,2,Driving Or Bicycling Under Influence Of Alcohol Or Drug,Misdemeanor,Head-On,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Passenger Car/Station Wagon,0,0,1,0,0,0,1,0,0,83726732017,33.1902642,-117.3624033,6221357.459,2014668.389,Oceanside,Not Reservation Land,0xB6080000010CF04F615D8BBB574140FF7C63CCBD3E41
2017,0,0.013888889,Thursday,LA JOLLA COLONY DR,PORTE LA PAZ,178,North,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Severe),0,1,2,Improper Turning,Felony,Rear End,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Passenger Car/Station Wagon,1,0,0,0,0,0,1,0,0,83728042017,32.85587776,-117.2279471,6261348.646,1892595.073,San Diego,Not Reservation Land,0xB6080000010C50C55F2999E25741402FB412F3E03C41
2017,0,0.030555556,Sunday,PACIFIC BEACH DR,BAYARD ST,143,West,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,,Misdemeanor,Rear End,Bicycle,No Pedestrian Involved,Dry,Other,Dark - No Street Lights,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,,0,1,0,0,0,0,1,0,0,83732692017,32.79123492,-117.252377,6253620.517,1869147.343,San Diego,Not Reservation Land,0xB6080000010C901C15210DDB574140ECBC575B853C41
2017,0,0.029166667,Saturday,CASS ST,FELSPAR ST,6,South,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Automobile Right-Of-Way,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,,0,1,0,0,0,0,1,0,0,82952952017,32.79829198,-117.2521289,6253721.439,1871714.175,San Diego,Not Reservation Land,0xB6080000010C10DA175C26DB57410055D92C628F3C41
2017,0,0.01875,Wednesday,MISSION AV,MISSION GATE,250,East,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Other Hazardous Violation,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,Not Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,0,1,0,0,0,1,0,0,83259052017,33.22995486,-117.3120131,6236919.662,2028948.56,Oceanside,Not Reservation Land,0xB6080000010C409A56EABDCA57410090538F94F53E41
2017,0,0.004861111,Sunday,UNIVERSITY AV,41ST ST,178,West,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Unknown,Misdemeanor,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,,0,1,0,0,0,0,1,0,0,84096282017,32.74967323,-117.1075114,6298015.039,1853628.708,San Diego,Not Reservation Land,0xB6080000010CE0DF79C26706584140522FB5BC483C41
2017,0,0.020833333,Thursday,EAST MAIN ST,ORLANDO ST,94,East,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,1,Improper Turning,Not Hit and Run,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,83533962017,32.79492508,-116.9398345,6349677.999,1869710.526,El Cajon,Not Reservation Land,0xB6080000010CF06AEA7FDB38584180D7A6868E873C41
2017,0,0.03125,Monday,JEFFERSON ST,BUENA PL,63,North,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Improper Turning,Felony,Vehicle/Pedestrian,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - No Street Lights,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,84377972017,33.16808927,-117.3484051,6225554.718,2006554.997,Carlsbad,Not Reservation Land,0xB6080000010C104BEFADA4BF5741804E3EFF1A9E3E41
2017,0,0.01875,Tuesday,GRAND AV,CASS ST,6,East,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,3,Automobile Right-Of-Way,Not Hit and Run,Vehicle/Pedestrian,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Passenger Car/Station Wagon,0,0,1,0,0,0,1,0,0,83843942017,32.79546616,-117.2512363,6253985.828,1870683.425,San Diego,Not Reservation Land,0xB6080000010C0014017568DB5741406DDF6C5B8B3C41
2017,0,0,Monday,SPORTS ARENA BL,EAST DR,150,West,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Automobile Right-Of-Way,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,,0,0,1,0,0,0,1,0,0,84520652017,32.75338255,-117.2101955,6266456.493,1855253.476,San Diego,Not Reservation Land,0xB6080000010CD0608B1F96E757410072E579154F3C41
2017,0,0.011805556,Sunday,SYCAMORE AV,LOBELIA DR,212,North,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Other Hazardous Violation,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,84624602017,33.170114,-117.2122447,6267225.793,2006879.943,Vista,Not Reservation Land,0xB6080000010CA018BE7256E85741800063F15F9F3E41
2017,0,0.030555556,Friday,D AV,6TH ST,49,North,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Unsafe Speed,Not Hit and Run,Rear End,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,84072372017,32.69222795,-117.1776354,6276268.914,1832912.827,Coronado,Not Reservation Land,0xB6080000010CD088773A2BF15741C068B2D3D0F73B41
2017,0,0.013888889,Tuesday,UNIVERSITY AV,58TH ST,246,West,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Improper Turning,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Passenger Car/Station Wagon,0,1,0,0,0,0,1,0,0,84910602017,32.74850342,-117.0732664,6308540.606,1853118.224,San Diego,Not Reservation Land,0xB6080000010C70EFC626AF10584100CB6439BE463C41
2017,0,0.022916667,Sunday,EAST VISTA WY,FOOTHILL DR,158,South,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Driving Or Bicycling Under Influence Of Alcohol Or Drug,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,0,1,0,0,0,1,0,0,85458682017,33.21679952,-117.2264809,6263028.752,2023906.445,Vista,Not Reservation Land,0xB6080000010C60F31B303DE4574100F2FD71E2E13E41
2017,0,0,Wednesday,3RD AV,L ST,200,South,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Severe),0,1,2,Unsafe Speed,Felony,Rear End,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,,1,0,0,0,0,0,1,0,0,85205242017,32.62007291,-117.0716054,6308683.109,1806386.564,Chula Vista,Not Reservation Land,0xB6080000010CD0A4F2C6D210584100017B9032903B41
2017,0,0.034722222,Monday,SATURN BL,AVENIDA DEL MEXICO,5,North,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Automobile Right-Of-Way,Not Hit and Run,Vehicle/Pedestrian,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,85214782017,32.58291213,-117.0927209,6302072.126,1792917.998,San Diego,Not Reservation Land,0xB6080000010C108716085E0A5841007D9BFF955B3B41
2018,0,0.030555556,Tuesday,HORNBLEND ST,LAMONT ST,153,East,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Unsafe Speed,Not Hit and Run,Rear End,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,85636242018,32.8001838,-117.2345833,6259119.432,1872351.108,San Diego,Not Reservation Land,0xB6080000010C4019A2DB6BE057418015A41BDF913C41
2018,0,0.003472222,Sunday,CENTRE CITY PKWY,EL NORTE PKWY,695,South,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,1,Driving Or Bicycling Under Influence Of Alcohol Or Drug,Not Hit and Run,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,85649882018,33.13771577,-117.0933291,6303517.478,1994777.069,Escondido,Not Reservation Land,0xB6080000010C4085945EC70B584180C29E1119703E41
2018,0,0.03125,Sunday,FLETCHER PKWY,MAGNOLIA,5,East,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Severe),0,1,2,Traffic Signals And Signs,Felony,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,1,0,0,0,0,0,1,0,0,85949202018,32.80768255,-116.9643828,6342166,1874402.975,El Cajon,Not Reservation Land,0xB6080000010CC0CEFE7F85315841C09F7FF9E2993C41
2018,0,0.020833333,Friday,BROADWAY,K ST,350,North,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Wrong Side Of Road,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,85462882018,32.62153011,-117.0857839,6304321.627,1806951.444,Chula Vista,Not Reservation Land,0xB6080000010C10721D68900C5841807C9E7167923B41
2018,0,0.013888889,Wednesday,GRAND AV,DAWES ST,12,East,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Improper Turning,Not Hit and Run,Not Stated,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,Not Stated,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,0,1,0,0,0,1,0,0,86155362018,32.79586455,-117.2493866,6254555.64,1870822.915,San Diego,Not Reservation Land,0xB6080000010C40D8FBE8F6DB5741009B5DEAE68B3C41
2018,0,0.038194444,Tuesday,BROADWAY,3RD AV,28,East,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Improper Turning,Misdemeanor,Vehicle/Pedestrian,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,,0,0,1,0,0,0,1,0,0,86336612018,32.71570672,-117.1619089,6281181.996,1841412.498,San Diego,Not Reservation Land,0xB6080000010C8062C27FF7F5574180178E7F04193C41
2018,0,0.003472222,Wednesday,ISLAND AV,500 17TH ST,216,East,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Improper Turning,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,0,1,0,0,0,1,0,0,86337042018,32.71046042,-117.147859,6285486.993,1839466.215,San Diego,Not Reservation Land,0xB6080000010CC0F285BF2BFA5741C00BFA366A113C41
2018,0,0.038194444,Friday,PICO AV,SAN MARCOS BL,11,West,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Unknown,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,,0,0,1,0,0,0,1,0,0,86339182018,33.14090032,-117.1652205,6281521.389,1996121.314,San Marcos,Not Reservation Land,0xB6080000010C10E8DE584CF65741400F835059753E41
2018,0,0.015972222,Tuesday,VALLEY ST,CHESTNUT AV,30,South,Not Intersection,Not State Highway,0,0,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Unknown,Misdemeanor,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,,0,0,1,0,0,0,1,0,0,86375962018,33.1614424,-117.3302364,6231089.16,2004078.552,Carlsbad,Not Reservation Land,0xB6080000010CB044394A0CC557418019478D6E943E41
